ID,LATI,LONGI,ZONE,DAYLIGHT,FAJR_ADJ,SUNRISE_ADJ,DHUHR_ADJ,ASR_ADJ,MAGHRIB_ADJ,ISHA_ADJ,MIDNIGHT_ADJ
1,0,0,0,0,0,0,0,0,0,0,0
